query_id,key_id,score
2916,3565,1
2916,3566,1
2916,3567,1
2916,3568,1
2916,3569,1
2916,3570,1
2916,3571,1
2916,3572,1
2916,3573,1
2916,3574,1
2916,3575,1
2916,3576,1
2916,3603,1
2916,3577,1
2916,3578,1
2916,3579,1
2916,3580,1
2916,3581,1
2916,3582,1
2917,1554,2
2917,1552,2
2917,1553,2
2917,1555,2
2917,1558,2
2917,1557,2
2917,1556,2
2917,1560,2
2917,1561,2
2917,1559,1
2917,2970,1
2917,3563,1
2917,3564,1
2917,3565,1
2917,3566,1
2917,3567,1
2917,3568,1
2917,3569,1
2917,3570,1
2917,3571,1
2917,3572,1
2917,3573,1
2917,3574,1
2917,3575,1
2917,3576,1
2917,3603,1
2917,3577,1
2917,3578,1
2917,3579,1
2917,3580,1
2917,3581,1
2917,3582,1
2918,1599,2
2918,1623,2
2918,1605,2
2918,1606,2
2918,1598,2
2918,1629,2
2918,1614,1
2918,1607,1
2918,1608,1
2918,1609,1
2918,1610,1
2918,1611,1
2918,2727,1
2918,1638,1
2918,1853,1
2918,1855,1
2918,1858,1
2918,3003,1
2918,1848,1
2918,1849,1
2918,1850,1
2918,1863,1
2918,1854,1
2918,1851,1
2918,1852,1
2918,1856,1
2918,1857,1
2918,1860,1
2918,1862,1
2918,2781,1
2918,2782,1
2918,3106,1
2918,3107,1
2918,3252,1
2918,3253,1
2918,3254,1
2918,3255,1
2918,3563,1
2918,3564,1
2918,3565,1
2918,3566,1
2918,3567,1
2918,3568,1
2918,3569,1
2918,3570,1
2918,3571,1
2918,3572,1
2918,3573,1
2918,3574,1
2918,3575,1
2918,3576,1
2918,3603,1
2918,3577,1
2918,3578,1
2918,3579,1
2918,3580,1
2918,3581,1
2918,3582,1
2919,1666,2
2919,1668,2
2919,1669,2
2919,1670,2
2919,1654,1
2919,1667,1
2919,1655,1
2919,1656,1
2919,1657,1
2919,1658,1
2919,1659,1
2919,1660,1
2919,1661,1
2919,1662,1
2919,1663,1
2919,1664,1
2919,1665,1
2919,2723,1
2919,2840,1
2919,1696,1
2919,1697,1
2919,1698,1
2919,1699,1
2919,1700,1
2919,1701,1
2919,1702,1
2919,2501,1
2919,2722,1
2919,2724,1
2919,3563,1
2919,3564,1
2919,3565,1
2919,3566,1
2919,3567,1
2919,3568,1
2919,3569,1
2919,3570,1
2919,3571,1
2919,3572,1
2919,3573,1
2919,3574,1
2919,3575,1
2919,3576,1
2919,3603,1
2919,3577,1
2919,3578,1
2919,3579,1
2919,3580,1
2919,3581,1
2919,3582,1
2920,1719,2
2920,1760,1
2920,1761,1
2920,1762,1
2920,1763,1
2920,1764,1
2920,1765,1
2920,1766,1
2920,1767,1
2920,1768,1
2920,1769,1
2920,1770,1
2920,1771,1
2920,2351,1
2920,2531,1
2920,2352,1
2920,2535,1
2920,2353,1
2920,2354,1
2920,2355,1
2920,2356,1
2920,2357,1
2920,2358,1
2920,2359,1
2920,2360,1
2920,2361,1
2920,2481,1
2920,2482,1
2920,2483,1
2920,2484,1
2920,2485,1
2920,2486,1
2920,3443,1
2920,2487,1
2920,2527,1
2920,2528,1
2920,2529,1
2920,2530,1
2920,2532,1
2920,2533,1
2920,2534,1
2920,2536,1
2920,2537,1
2920,2538,1
2920,2539,1
2920,2540,1
2920,2541,1
2920,2542,1
2920,3023,1
2920,3074,1
2920,3234,1
2920,3230,1
2920,3360,1
2920,3418,1
2920,3419,1
2921,7,2
2921,1765,2
2921,8,2
2921,9,2
2921,1767,2
2921,1769,2
2921,1760,1
2921,1761,1
2921,1762,1
2921,1763,1
2921,1766,1
2921,1770,1
2921,1764,1
2921,1768,1
2921,1771,1
2921,1934,1
2921,1935,1
2921,1936,1
2921,1937,1
2921,1938,1
2921,2412,1
2921,2413,1
2921,2414,1
2921,2415,1
2921,2416,1
2921,2417,1
2921,2418,1
2921,2419,1
2921,2420,1
2921,2421,1
2921,2422,1
2921,2667,1
2921,2668,1
2921,2669,1
2921,3580,1
2921,2677,1
2921,2864,1
2921,2865,1
2921,3177,1
2921,3176,1
2921,3198,1
2921,3194,1
2921,3563,1
2921,3564,1
2921,3565,1
2921,3566,1
2921,3567,1
2921,3568,1
2921,3569,1
2921,3570,1
2921,3571,1
2921,3572,1
2921,3573,1
2921,3574,1
2921,3575,1
2921,3576,1
2921,3603,1
2921,3577,1
2921,3578,1
2921,3579,1
2921,3581,1
2921,3582,1
2922,1828,2
2922,1819,2
2922,1822,2
2922,1831,2
2922,1824,2
2922,1825,2
2922,1826,2
2922,1832,2
2922,1820,1
2922,1821,1
2922,1823,1
2922,1827,1
2922,1829,1
2922,1830,1
2922,1898,1
2922,1899,1
2922,1900,1
2922,1901,1
2922,1893,1
2922,1903,1
2922,1904,1
2922,1905,1
2922,1894,1
2922,1906,1
2922,1895,1
2922,1896,1
2922,1907,1
2922,1908,1
2922,1909,1
2922,2764,1
2922,1910,1
2922,1911,1
2922,1897,1
2922,1913,1
2922,1914,1
2922,2698,1
2922,2737,1
2922,2958,1
2922,3019,1
2922,3020,1
2922,3216,1
2922,3217,1
2922,3218,1
2922,3563,1
2922,3564,1
2922,3565,1
2922,3566,1
2922,3567,1
2922,3568,1
2922,3569,1
2922,3570,1
2922,3571,1
2922,3572,1
2922,3573,1
2922,3574,1
2922,3575,1
2922,3576,1
2922,3603,1
2922,3577,1
2922,3578,1
2922,3579,1
2922,3580,1
2922,3581,1
2922,3582,1
2923,1877,2
2923,1876,2
2923,1878,1
2923,3563,1
2923,3564,1
2923,3565,1
2923,3566,1
2923,3567,1
2923,3568,1
2923,3569,1
2923,3570,1
2923,3571,1
2923,3572,1
2923,3573,1
2923,3574,1
2923,3575,1
2923,3576,1
2923,3603,1
2923,3577,1
2923,3578,1
2923,3579,1
2923,3580,1
2923,3581,1
2923,3582,1
2924,1934,2
2924,1936,2
2924,3315,2
2924,1938,2
2924,1685,1
2924,1686,1
2924,1687,1
2924,1688,1
2924,1689,1
2924,1690,1
2924,1692,1
2924,1693,1
2924,1694,1
2924,1925,1
2924,1926,1
2924,1927,1
2924,1928,1
2924,1929,1
2924,1930,1
2924,1931,1
2924,1932,1
2924,1933,1
2924,1935,1
2924,1937,1
2924,1941,1
2924,1942,1
2924,1943,1
2924,2810,1
2924,2811,1
2924,2812,1
2924,2813,1
2924,2814,1
2924,3198,1
2924,3194,1
2924,3316,1
2924,3563,1
2924,3564,1
2924,3565,1
2924,3566,1
2924,3567,1
2924,3568,1
2924,3569,1
2924,3570,1
2924,3571,1
2924,3572,1
2924,3573,1
2924,3574,1
2924,3575,1
2924,3576,1
2924,3603,1
2924,3577,1
2924,3578,1
2924,3579,1
2924,3580,1
2924,3581,1
2924,3582,1
2925,2003,2
2925,2008,2
2925,2011,2
2925,2013,2
2925,2014,2
2925,2006,2
2925,1999,1
2925,2002,1
2925,2000,1
2925,2010,1
2925,2001,1
2925,2007,1
2925,2004,1
2925,2005,1
2925,2009,1
2925,2012,1
2925,2453,1
2925,2454,1
2925,2455,1
2925,2456,1
2925,2460,1
2925,2451,1
2925,2461,1
2925,2462,1
2925,2463,1
2925,2464,1
2925,2465,1
2925,2452,1
2925,2466,1
2925,2467,1
2925,3563,1
2925,3564,1
2925,3565,1
2925,3566,1
2925,3567,1
2925,3568,1
2925,3569,1
2925,3570,1
2925,3571,1
2925,3572,1
2925,3573,1
2925,3574,1
2925,3575,1
2925,3576,1
2925,3603,1
2925,3577,1
2925,3578,1
2925,3579,1
2925,3580,1
2925,3581,1
2925,3582,1
2926,2076,2
2926,2077,2
2926,2078,2
2926,2081,2
2926,2082,2
2926,2075,1
2926,2079,1
2926,2080,1
2926,2495,1
2926,2496,1
2926,2941,1
2926,3323,1
2926,3320,1
2926,3321,1
2926,3322,1
2926,3581,1
2926,3563,1
2926,3564,1
2926,3565,1
2926,3566,1
2926,3567,1
2926,3568,1
2926,3569,1
2926,3570,1
2926,3571,1
2926,3572,1
2926,3573,1
2926,3574,1
2926,3575,1
2926,3576,1
2926,3603,1
2926,3577,1
2926,3578,1
2926,3579,1
2926,3580,1
2926,3582,1
2927,2125,2
2927,2128,2
2927,2126,1
2927,2114,1
2927,2115,1
2927,2116,1
2927,2117,1
2927,2123,1
2927,2118,1
2927,2119,1
2927,2120,1
2927,2121,1
2927,2122,1
2927,2124,1
2927,2127,1
2927,2129,1
2927,2130,1
2927,2131,1
2927,2132,1
2927,2133,1
2927,2134,1
2927,2135,1
2927,2136,1
2927,2137,1
2927,2138,1
2927,2139,1
2927,2140,1
2927,2141,1
2927,2142,1
2927,2143,1
2927,3563,1
2927,3564,1
2927,3565,1
2927,3566,1
2927,3567,1
2927,3568,1
2927,3569,1
2927,3570,1
2927,3571,1
2927,3572,1
2927,3573,1
2927,3574,1
2927,3575,1
2927,3576,1
2927,3603,1
2927,3577,1
2927,3578,1
2927,3579,1
2927,3580,1
2927,3581,1
2927,3582,1
2928,2184,2
2928,2176,1
2928,2177,1
2928,2178,1
2928,2179,1
2928,2180,1
2928,2181,1
2928,2182,1
2928,2183,1
2928,2185,1
2928,2186,1
2928,2187,1
2928,2188,1
2928,2197,1
2928,2189,1
2928,2190,1
2928,2191,1
2928,2192,1
2928,2193,1
2928,2194,1
2928,2195,1
2928,2196,1
2928,2198,1
2928,2199,1
2928,2874,1
2928,2877,1
2928,3563,1
2928,3564,1
2928,3565,1
2928,3566,1
2928,3567,1
2928,3568,1
2928,3569,1
2928,3570,1
2928,3571,1
2928,3572,1
2928,3573,1
2928,3574,1
2928,3575,1
2928,3576,1
2928,3603,1
2928,3577,1
2928,3578,1
2928,3579,1
2928,3580,1
2928,3581,1
2928,3582,1
2929,2258,2
2929,2259,2
2929,2260,2
2929,2200,1
2929,2201,1
2929,2202,1
2929,2203,1
2929,2204,1
2929,2205,1
2929,2261,1
2929,2262,1
2929,2263,1
2929,2264,1
2929,2826,1
2929,3249,1
2929,3563,1
2929,3564,1
2929,3565,1
2929,3566,1
2929,3567,1
2929,3568,1
2929,3569,1
2929,3570,1
2929,3571,1
2929,3572,1
2929,3573,1
2929,3574,1
2929,3575,1
2929,3576,1
2929,3603,1
2929,3577,1
2929,3578,1
2929,3579,1
2929,3580,1
2929,3581,1
2929,3582,1
2930,2306,2
2930,2307,2
2930,2311,2
2930,2312,2
2930,2308,2
2930,2309,1
2930,2310,1
2930,2313,1
2930,2629,1
2930,2630,1
2930,2859,1
2930,2860,1
2930,3219,1
2930,3220,1
2930,3221,1
2930,3222,1
2930,3563,1
2930,3564,1
2930,3565,1
2930,3566,1
2930,3567,1
2930,3568,1
2930,3569,1
2930,3570,1
2930,3571,1
2930,3572,1
2930,3573,1
2930,3574,1
2930,3575,1
2930,3576,1
2930,3603,1
2930,3577,1
2930,3578,1
2930,3579,1
2930,3580,1
2930,3581,1
2930,3582,1
2931,2368,1
2931,3423,1
2931,3080,1
2931,3563,1
2931,3564,1
2931,3565,1
2931,3566,1
2931,3567,1
2931,3568,1
2931,3569,1
2931,3570,1
2931,3571,1
2931,3572,1
2931,3573,1
2931,3574,1
2931,3575,1
2931,3576,1
2931,3603,1
2931,3577,1
2931,3578,1
2931,3579,1
2931,3580,1
2931,3581,1
2931,3582,1
2932,2412,1
2932,2413,1
2932,2414,1
2932,2415,1
2932,2416,1
2932,2417,1
2932,2418,1
2932,2419,1
2932,2420,1
2932,2421,1
2932,2422,1
2932,2481,1
2932,2482,1
2932,2483,1
2932,2484,1
2932,2485,1
2932,2486,1
2932,3443,1
2932,2487,1
2932,3122,1
2932,2527,1
2932,2528,1
2932,2529,1
2932,2530,1
2932,2531,1
2932,2532,1
2932,2533,1
2932,2534,1
2932,2535,1
2932,2536,1
2932,2537,1
2932,2538,1
2932,2539,1
2932,2540,1
2932,2541,1
2932,2542,1
2932,2565,1
2932,2566,1
2932,2683,1
2932,2686,1
2932,2687,1
2932,2691,1
2932,3567,1
2932,2810,1
2932,2811,1
2932,2812,1
2932,2813,1
2932,2814,1
2932,2918,1
2932,3563,1
2932,3564,1
2932,3565,1
2932,3566,1
2932,3568,1
2932,3569,1
2932,3570,1
2932,3571,1
2932,3572,1
2932,3573,1
2932,3574,1
2932,3575,1
2932,3576,1
2932,3603,1
2932,3577,1
2932,3578,1
2932,3579,1
2932,3580,1
2932,3581,1
2932,3582,1
2933,2475,1
2933,2478,1
2933,2476,1
2933,2480,1
2933,2477,1
2933,2479,1
2933,2487,1
2933,2481,1
2933,2482,1
2933,2483,1
2933,2485,1
2933,3443,1
2933,2484,1
2933,2486,1
2933,2578,1
2933,2706,1
2933,2797,1
2933,2798,1
2933,2799,1
2933,2800,1
2933,2810,1
2933,2811,1
2933,2812,1
2933,2813,1
2933,2814,1
2933,3005,1
2933,3234,1
2933,3230,1
2933,3231,1
2933,3232,1
2933,3233,1
2933,3236,1
2933,3354,1
2933,3355,1
2933,3563,1
2933,3564,1
2933,3565,1
2933,3566,1
2933,3567,1
2933,3568,1
2933,3569,1
2933,3570,1
2933,3571,1
2933,3572,1
2933,3573,1
2933,3574,1
2933,3575,1
2933,3576,1
2933,3603,1
2933,3577,1
2933,3578,1
2933,3579,1
2933,3580,1
2933,3581,1
2933,3582,1
2934,2509,1
2934,2510,1
2934,3122,1
2934,3112,1
2934,3113,1
2934,3114,1
2934,3115,1
2934,3116,1
2934,3117,1
2934,3118,1
2934,3119,1
2934,3120,1
2934,3121,1
2934,3123,1
2934,3341,1
2934,3563,1
2934,3564,1
2934,3565,1
2934,3566,1
2934,3567,1
2934,3568,1
2934,3569,1
2934,3570,1
2934,3571,1
2934,3572,1
2934,3573,1
2934,3574,1
2934,3575,1
2934,3576,1
2934,3603,1
2934,3577,1
2934,3578,1
2934,3579,1
2934,3580,1
2934,3581,1
2934,3582,1
2935,2857,1
2935,2549,1
2935,3581,1
2935,3577,1
2935,2789,1
2935,2790,1
2935,2792,1
2935,2793,1
2935,2821,1
2935,2822,1
2935,2856,1
2935,2852,1
2935,2853,1
2935,2854,1
2935,2855,1
2935,2957,1
2935,3301,1
2935,3302,1
2935,3303,1
2935,3304,1
2935,3389,1
2935,3563,1
2935,3564,1
2935,3565,1
2935,3566,1
2935,3567,1
2935,3568,1
2935,3569,1
2935,3570,1
2935,3571,1
2935,3572,1
2935,3573,1
2935,3574,1
2935,3575,1
2935,3576,1
2935,3603,1
2935,3578,1
2935,3579,1
2935,3580,1
2935,3582,1
2936,2797,1
2936,2798,1
2936,2799,1
2936,2800,1
2936,2801,1
2936,2802,1
2936,2803,1
2936,2804,1
2936,2805,1
2936,2806,1
2936,2807,1
2936,2808,1
2936,2809,1
2936,2810,1
2936,2811,1
2936,2812,1
2936,2813,1
2936,2814,1
2936,3016,1
2936,3017,1
2936,3018,1
2936,3024,1
2936,3025,1
2936,3026,1
2936,3027,1
2936,3028,1
2936,3074,1
2936,3323,1
2936,3320,1
2936,3321,1
2936,3322,1
2936,3416,1
2936,3417,1
2936,3563,1
2936,3564,1
2936,3565,1
2936,3566,1
2936,3567,1
2936,3568,1
2936,3569,1
2936,3570,1
2936,3571,1
2936,3572,1
2936,3573,1
2936,3574,1
2936,3575,1
2936,3576,1
2936,3603,1
2936,3577,1
2936,3578,1
2936,3579,1
2936,3580,1
2936,3581,1
2936,3582,1
2937,3424,1
2937,2611,1
2937,2612,1
2937,2613,1
2937,2614,1
2937,2615,1
2937,2616,1
2937,2617,1
2937,2618,1
2937,2619,1
2937,3563,1
2937,3564,1
2937,3565,1
2937,3566,1
2937,3567,1
2937,3568,1
2937,3569,1
2937,3570,1
2937,3571,1
2937,3572,1
2937,3573,1
2937,3574,1
2937,3575,1
2937,3576,1
2937,3603,1
2937,3577,1
2937,3578,1
2937,3579,1
2937,3580,1
2937,3581,1
2937,3582,1
2938,2651,1
2938,3115,1
2938,2652,1
2938,2653,1
2938,2655,1
2938,2656,1
2938,2927,1
2938,2928,1
2938,2929,1
2938,2930,1
2938,2931,1
2938,2932,1
2938,2933,1
2938,2934,1
2939,2678,1
2939,2679,1
2939,2680,1
2939,2681,1
2939,2682,1
2939,2748,1
2939,2749,1
2939,2750,1
2939,2751,1
2939,2752,1
2939,3414,1
2939,2753,1
2939,2754,1
2939,2767,1
2939,2768,1
2939,2795,1
2939,2796,1
2939,3234,1
2939,2856,1
2939,2852,1
2939,2853,1
2939,2854,1
2939,2855,1
2939,2898,1
2939,2957,1
2939,3049,1
2939,3136,1
2939,3137,1
2939,3138,1
2939,3146,1
2939,3147,1
2939,3148,1
2939,3155,1
2939,3156,1
2939,3157,1
2939,3577,1
2939,3158,1
2939,3159,1
2939,3300,1
2939,3301,1
2939,3302,1
2939,3303,1
2939,3304,1
2939,3305,1
2939,3311,1
2939,3317,1
2939,3318,1
2939,3424,1
2939,3425,1
2939,3426,1
2939,3427,1
2939,3431,1
2940,2714,1
2940,2715,1
2940,2717,1
2940,2718,1
2940,2719,1
2940,2720,1
2940,2846,1
2940,2859,1
2940,2860,1
2940,2915,1
2940,3014,1
2940,3016,1
2940,3015,1
2940,3207,1
2940,3212,1
2940,3348,1
2940,3349,1
2940,3350,1
2940,3351,1
2940,3352,1
2941,2835,1
2941,2836,1
2941,2837,1
2941,2839,1
2941,2926,1
2941,2930,1
2941,2927,1
2941,2928,1
2941,2929,1
2941,2931,1
2941,2932,1
2941,2933,1
2941,2934,1
2942,23,2
2942,139,2
2942,24,2
2943,2939,1
2943,3024,1
2943,3025,1
2943,3026,1
2943,3027,1
2943,3028,1
2943,3045,1
2943,3056,1
2943,3366,1
2943,3057,1
2943,3058,1
2943,3163,1
2943,3164,1
2943,3165,1
2943,3166,1
2943,3249,1
2943,3286,1
2943,3287,1
2943,3288,1
2943,3289,1
2943,3360,1
2943,3362,1
2943,3363,1
2943,3364,1
2943,3365,1
2943,3367,1
2943,3368,1
2943,3424,1
2943,3425,1
2943,3426,1
2943,3427,1
2943,3431,1
2943,3434,1
2943,3435,1
2943,3436,1
2943,3437,1
2943,3438,1
2943,3439,1
2943,3440,1
2943,3441,1
2943,3442,1
2943,3443,1
2944,57,2
2944,58,2
2945,1345,2
2945,1346,2
2945,1348,2
2945,1352,2
2945,1350,2
2945,1340,1
2945,1341,1
2945,1342,1
2945,1343,1
2945,1347,1
2945,1344,1
2945,1349,1
2945,1738,1
2945,1351,1
2945,1354,1
2945,1356,1
2945,1359,1
2945,1360,1
2945,2863,1
2945,1495,1
2945,1496,1
2945,1497,1
2945,1498,1
2945,1499,1
2945,1500,1
2945,1494,1
2945,1501,1
2945,1502,1
2945,1503,1
2945,1504,1
2945,1505,1
2945,1506,1
2945,1507,1
2945,1508,1
2945,1509,1
2945,1510,1
2945,1511,1
2945,1512,1
2945,1513,1
2945,1514,1
2945,3563,1
2945,3564,1
2945,3565,1
2945,3566,1
2945,3567,1
2945,3568,1
2945,3569,1
2945,3570,1
2945,3571,1
2945,3572,1
2945,3573,1
2945,3574,1
2945,3575,1
2945,3576,1
2945,3603,1
2945,3577,1
2945,3578,1
2945,3579,1
2945,3580,1
2945,3581,1
2945,3582,1
2946,2675,1
2946,2867,1
2946,2868,1
2947,100,2
2947,2911,1
2948,2597,1
2948,2654,1
2948,2598,1
2948,2599,1
2948,2961,1
2949,3626,2
2949,2727,2
2949,3248,1
2950,3627,2
2950,3198,1
2950,3194,1
2951,2218,2
2951,3628,2
2951,2858,1
2952,144,2
2952,145,2
2952,3198,2
2952,146,2
2952,147,2
2952,3342,1
2952,3343,1
2952,3344,1
2953,3629,2
2953,3630,2
2953,2984,1
2953,2985,1
2953,2986,1
2954,3631,2
2954,3408,1
2954,3409,1
2954,3410,1
2954,3411,1
2955,3632,2
2955,168,2
2955,3377,1
2955,3378,1
2955,3379,1
2955,3380,1
2955,3381,1
2955,3382,1
2955,3383,1
2955,3384,1
2956,2604,1
2957,865,1
2957,866,1
2957,867,1
2957,868,1
2957,869,1
2957,870,1
2957,871,1
2957,872,1
2957,873,1
2957,3042,1
2957,874,1
2957,875,1
2957,876,1
2957,3044,1
2957,877,1
2958,1666,1
2958,1668,1
2958,1669,1
2958,1670,1
2958,269,1
2958,270,1
2958,271,1
2958,272,1
2958,273,1
2958,274,1
2958,275,1
2958,276,1
2958,277,1
2958,278,1
2958,279,1
2958,280,1
2958,281,1
2958,1194,1
2958,1195,1
2958,1196,1
2958,1197,1
2958,1198,1
2958,1199,1
2958,1200,1
2958,1201,1
2958,2723,1
2958,1667,1
2958,2346,1
2958,2347,1
2958,2348,1
2958,2349,1
2958,2350,1
2958,2614,1
2958,2501,1
2959,2124,1
2959,2125,1
2959,2127,1
2959,2128,1
2959,2123,1
2959,2129,1
2960,3404,1
2961,1445,1
2961,1543,1
2961,1545,1
2961,1544,1
2961,1548,1
2961,1549,1
2961,1550,1
2961,1546,1
2961,1547,1
2961,1599,1
2961,1623,1
2961,1605,1
2961,1606,1
2961,1598,1
2961,1629,1
2961,1607,1
2961,1609,1
2961,1610,1
2961,1611,1
2961,2727,1
2961,1612,1
2961,1622,1
2961,1613,1
2961,1614,1
2961,1615,1
2961,1616,1
2961,1617,1
2961,1618,1
2961,1619,1
2961,1620,1
2961,1626,1
2961,1635,1
2961,1641,1
2961,1802,1
2961,1801,1
2961,1939,1
2961,1940,1
2961,2061,1
2961,1996,1
2961,1993,1
2961,1997,1
2961,1994,1
2961,1998,1
2961,3537,1
2961,1084,1
2961,739,1
2961,264,1
2961,385,1
2961,386,1
2961,387,1
2961,388,1
2961,389,1
2961,390,1
2961,391,1
2961,392,1
2961,393,1
2961,444,1
2961,445,1
2961,446,1
2961,447,1
2961,448,1
2961,449,1
2961,450,1
2961,553,1
2961,554,1
2961,555,1
2961,556,1
2961,965,1
2961,1602,1
2961,966,1
2961,1604,1
2961,967,1
2961,1447,1
2961,1442,1
2961,1443,1
2961,1448,1
2961,1446,1
2961,1252,1
2961,2062,1
2961,1007,1
2961,1008,1
2961,1009,1
2961,1010,1
2961,1011,1
2961,1012,1
2961,1013,1
2961,1014,1
2961,1015,1
2961,1016,1
2961,1046,1
2961,1047,1
2961,1048,1
2961,1049,1
2961,1050,1
2961,1051,1
2961,1052,1
2961,1053,1
2961,1054,1
2961,1055,1
2961,1056,1
2961,1134,1
2961,1135,1
2961,2670,1
2961,1136,1
2961,1137,1
2961,1138,1
2961,1139,1
2961,1331,1
2961,1218,1
2961,1219,1
2961,1220,1
2961,1221,1
2961,1224,1
2961,1627,1
2961,1222,1
2961,1244,1
2961,1245,1
2961,1246,1
2961,1995,1
2961,1247,1
2961,1248,1
2961,1249,1
2961,1255,1
2961,1256,1
2961,1257,1
2961,1258,1
2961,1259,1
2961,1260,1
2961,1261,1
2961,1270,1
2961,1271,1
2961,1272,1
2961,1273,1
2961,1274,1
2961,3547,1
2961,1275,1
2961,1276,1
2961,1277,1
2961,1278,1
2961,1283,1
2961,1284,1
2961,1628,1
2961,1285,1
2961,1636,1
2961,1286,1
2961,1294,1
2961,1295,1
2961,1296,1
2961,1297,1
2961,1444,1
2961,1551,1
2961,1600,1
2961,1601,1
2961,1631,1
2961,1603,1
2961,1608,1
2961,1638,1
2961,1632,1
2961,1621,1
2961,1624,1
2961,1625,1
2961,1630,1
2961,1633,1
2961,1634,1
2961,1637,1
2961,1642,1
2961,1800,1
2961,1992,1
2961,2043,1
2961,2044,1
2961,2045,1
2961,2063,1
2961,2064,1
2961,2065,1
2961,2066,1
2961,2067,1
2961,2068,1
2961,2069,1
2961,2070,1
2961,2071,1
2961,2072,1
2961,2073,1
2961,2074,1
2961,2163,1
2961,2164,1
2961,2165,1
2961,2166,1
2961,2167,1
2961,2168,1
2961,2169,1
2961,2192,1
2961,2193,1
2961,2194,1
2961,2195,1
2961,2196,1
2961,2197,1
2961,2198,1
2961,2199,1
2961,2245,1
2961,2246,1
2961,2247,1
2961,2248,1
2961,2249,1
2961,2250,1
2961,2251,1
2961,2252,1
2961,2253,1
2961,2254,1
2961,2255,1
2961,2256,1
2961,2257,1
2961,2291,1
2961,2273,1
2961,2274,1
2961,2286,1
2961,2287,1
2961,2288,1
2961,2289,1
2961,2290,1
2961,2292,1
2961,2293,1
2961,2294,1
2961,2295,1
2961,2296,1
2961,2342,1
2961,2343,1
2961,2344,1
2961,2345,1
2961,2348,1
2961,2349,1
2961,2346,1
2961,2350,1
2961,2347,1
2961,2614,1
2961,2368,1
2961,3423,1
2961,2554,1
2961,2555,1
2961,2556,1
2961,2557,1
2961,2558,1
2961,2559,1
2961,2560,1
2961,2586,1
2961,2588,1
2961,2587,1
2961,2662,1
2961,2663,1
2961,2678,1
2961,2679,1
2961,2680,1
2961,2706,1
2961,2707,1
2961,2709,1
2961,2710,1
2961,2708,1
2961,2711,1
2961,2712,1
2961,2713,1
2961,2848,1
2961,2845,1
2961,2850,1
2961,2846,1
2961,2847,1
2961,2849,1
2961,2851,1
2961,2853,1
2961,2854,1
2961,2855,1
2961,2856,1
2961,2857,1
2961,2871,1
2961,2872,1
2961,2873,1
2961,2893,1
2961,2956,1
2961,2957,1
2961,2994,1
2961,3109,1
2961,3111,1
2961,3124,1
2961,3125,1
2961,3133,1
2961,3139,1
2961,3141,1
2961,3142,1
2961,3143,1
2961,3145,1
2961,3193,1
2961,3276,1
2961,3277,1
2961,3278,1
2961,3279,1
2961,3283,1
2961,3315,1
2961,3316,1
2961,3371,1
2961,3369,1
2961,3370,1
2961,3406,1
2961,3407,1
2961,3421,1
2961,3422,1
2961,3424,1
2961,3425,1
2961,3426,1
2961,3427,1
2961,3431,1
2962,2125,1
2962,2128,1
2962,2124,1
2962,2126,1
2962,2127,1
2962,2129,1
2963,2719,1
2963,2720,1
2964,2754,1
2964,1819,1
2964,1820,1
2964,1821,1
2964,1822,1
2964,1823,1
2964,1824,1
2964,1825,1
2964,1826,1
2964,1827,1
2964,1828,1
2964,1829,1
2964,1830,1
2964,1831,1
2964,1832,1
2964,1878,1
2964,2067,1
